instance,hvns,dabc,acols.lowEva,ils.neh,dabc.tuned,hvns.tuned
f2inter-50-m2const-bufm1-mid-44-2-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufm1-mid-44-3-normal,1,1.00403225806452,1,1.00134048257373,1.00403225806452,1
f2inter-50-m2const-bufm1-small-13-1-normal,1.10207100591716,1.07348703170029,1,1,1.04488078541374,1.02617079889807
f2inter-50-m2const-bufm1-small-20-2-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufm1-small-21-3-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2total-100-m2const-bufcount-big-3-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufcount-big-3-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufcount-big-3-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufcount-mid-3-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufcount-mid-3-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufcount-mid-3-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufcount-small-3-1-normal,1.00403225806452,1.01219512195122,1.00403225806452,1,1.01219512195122,1.00403225806452
f2total-100-m2const-bufcount-small-3-2-normal,1.00403225806452,1.01219512195122,1.00403225806452,1,1.01219512195122,1.00403225806452
f2total-100-m2const-bufcount-small-3-3-normal,1.0013440860215,1.00948509485095,1.0013440860215,1,1.00948509485095,1.0013440860215
f2total-100-m2const-bufm1-big-170-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufm1-big-171-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufm1-big-177-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufm1-mid-115-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufm1-mid-121-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2total-100-m2const-bufm1-mid-122-2-normal,1.00404858299595,1.02904564315353,1.00404858299595,1,1.02904564315353,1.00404858299595
f2total-100-m2const-bufm1-small-64-2-normal,1.38593155893536,3.55609756097561,6,1,3.57352941176471,1.426614481409
f2total-100-m2const-bufm1-small-71-1-normal,2,3,6,1,3.76410256410258,4.47560975609757
f2total-100-m2const-bufm1-small-75-3-normal,1.04378531073446,1.13343558282209,4.13343558282209,1,1.09806835066865,1.0249653259362
