instance,hvns,dabc,acols.lowEva,ils.neh,dabc.tuned,hvns.tuned
f2total-150-m2const-bufm1-mid-125-2-normal,1,1.02049180327869,1.02049180327869,1,1.02049180327869,1
f2total-150-m2const-bufm1-mid-133-3-normal,1,1.01356852103121,1.02049180327869,1,1.02049180327869,1
f2total-150-m2const-bufm1-small-68-3-normal,1.73684210526316,1.19604612850083,4.73684210526316,1,1.26923076923077,1.52201257861635
f2total-150-m2const-bufm1-small-71-2-normal,3,2,3,1,3,3
f2total-150-m2const-bufm1-small-76-1-normal,1.22222222222222,1.05523255813954,4.22222222222222,1,1.03271692745377,1.21404682274248
f2total-50-m2const-bufcount-big-3-1-normal,1,1.00403225806452,1.00403225806452,1,1.00403225806452,1
f2total-50-m2const-bufcount-big-3-2-normal,1,1.00134048257373,1.00268456375839,1,1.00134048257373,1
f2total-50-m2const-bufcount-big-3-3-normal,1,1.00134048257373,1.00268456375839,1,1,1
f2total-50-m2const-bufcount-mid-3-1-normal,1,1,1,1,1,1
f2total-50-m2const-bufcount-mid-3-2-normal,1,1,1,1,1,1
f2total-50-m2const-bufcount-mid-3-3-normal,1,1,1,1,1,1
f2total-50-m2const-bufcount-small-3-1-normal,1,1,1,1,1,1
f2total-50-m2const-bufcount-small-3-2-normal,1,1,1,1,1,1
f2total-50-m2const-bufcount-small-3-3-normal,1,1,1,1,1,1
f2total-50-m2const-bufm1-big-166-3-normal,1,1.00268456375839,1,1,1.00134048257373,1
f2total-50-m2const-bufm1-big-171-2-normal,1,1.00268456375839,1,1,1.00134048257373,1
f2total-50-m2const-bufm1-big-174-1-normal,1,1,1,1,1,1
f2total-50-m2const-bufm1-mid-111-1-normal,1,1,1,1,1,1
f2total-50-m2const-bufm1-mid-114-3-normal,1,1,1,1,1,1
f2total-50-m2const-bufm1-mid-121-2-normal,1,1,1,1,1,1
f2total-50-m2const-bufm1-small-67-1-normal,1.94736842105263,2.04923076923078,5,1,5,1.53103448275862
f2total-50-m2const-bufm1-small-69-3-normal,1.0108843537415,1.00814111261872,1.0248275862069,1,1.00814111261872,1.01502732240437
f2total-50-m2const-bufm1-small-74-2-normal,1.15552099533437,1.07837445573295,1.36330275229358,1,1.2766323024055,1.19838709677419
